Num,Name,Current Price,Fair Price,gap,avg_pe,div_yield
TSN,,69.5,264.02735909090904,2.7989548070634394,12.144772727272727,2.62
ULTA,,319.08,916.0509920000002,1.8709132255233807,32.119600000000005,0.0
UDR,,41.73,92.23746744186047,1.2103395025607593,41.36209302325582,3.52
USB,,47.61,134.20954615384613,1.8189360670835146,11.018846153846154,3.54
UNP,,204.65,436.8137545454546,1.1344429735912755,14.392545454545454,1.9
UPS,,166.92,388.42430400000006,1.3270087706685842,18.8464,2.47
URI,,277.28,849.6298046511628,2.0641582683610893,16.685581395348837,0.0
UHS,,130.5,519.0452543859648,2.977358271156818,14.421929824561403,0.0
UNM,,23.87,140.00058799999996,4.865127272727271,8.097199999999999,4.76
VRSN,,200.29,624.0323063829788,2.115643848334809,24.491063829787244,0.0
VTR,,49.64,130.59803508771927,1.6309032048291552,24.687719298245614,3.74
VRSK,,190.82,349.96919999999994,0.8340278796771825,27.32,0.57
VAR,,176.21,230.31290588235296,0.3070365239336755,21.54470588235294,0.0
VRTX,,213.82,942.1986,3.406503601159854,29.517500000000002,0.0
VIAC,,55.03,167.40691489361706,2.0421027601965664,13.392553191489364,1.76
VTRS,,18.39,31.876857142857144,0.7333799425153422,26.56404761904762,0.0
VMC,,155.65,619.8557702702701,2.9823692275635727,33.415405405405394,0.88
VNO,,38.9,612.859874468085,14.754752557020181,18.29978723404255,5.57
WAB,,83.05,181.63237962962967,1.1870244386469557,20.997962962962966,0.58
WBA,,50.0,67.09978333333332,0.3419956666666664,15.215370370370367,3.75
WRB,,67.55,83.86436923076923,0.24151545863462962,11.394615384615385,0.73
WM,,113.69,268.2477849056604,1.3594668388218878,17.6711320754717,1.91
WAT,,284.02,624.3039115384615,1.198098413979514,21.512884615384614,0.0
WEC,,85.89,214.99729999999997,1.5031703341483287,15.129999999999997,2.97
WFC,,33.26,39.19510588235295,0.17844575713628835,10.207058823529414,1.2
WELL,,64.93,344.2365925925927,4.30165705517623,29.172592592592597,3.86
WU,,23.47,79.09488260869563,2.3700418665826857,9.813260869565216,3.87
WST,,292.29,454.2744315789473,0.5541908090558941,31.15736842105263,0.23
WHR,,199.3,592.456826923077,1.9726885445212088,11.951923076923077,2.49
WLTW,,225.63,1115.5609823529412,3.9442050363557204,34.677058823529414,1.26
WY,,34.4,51.62247272727272,0.5006532769556025,23.14909090909091,1.93
XEL,,62.12,150.76536206896552,1.427001965050958,14.637413793103448,2.76
XRX,,23.94,127.31250000000003,4.317982456140352,8.750000000000002,4.13
XLNX,,140.85,194.9932581818182,0.38440367896214556,19.577636363636362,1.07
XYL,,101.14,135.497925,0.3397065948190628,26.107499999999998,1.03
YUM,,103.12,195.27060535714284,0.8936249549761718,15.992678571428572,1.82
ZBRA,,425.27,894.522123076923,1.1034216452534227,23.968974358974357,0.0
ZION,,49.59,142.2414909090909,1.8683502905644465,15.067954545454548,2.8
ZTS,,160.62,485.92250384615375,2.025292640058235,36.50807692307692,0.62
